"fullvisitorid","date","units_sold","unit_price","revenue"
"176631962208312849","2017-05-02",1,"6.99","6.99"
"3996834194513958368","2017-05-20",1,"6.99","6.99"
"563287867913130395","2017-06-03",1,"6.99","6.99"
"6402658742065455618","2017-06-11",1,"6.99","6.99"
"0526833942742011062","2017-06-29",1,"6.99","6.99"
"5827646069609608462","2017-05-27",1,"6.99","6.99"
"3189855922206148001","2017-07-03",1,"6.99","6.99"
"8162112453644406427","2017-07-04",1,"6.99","6.99"
"8841804184629134284","2017-05-20",1,"6.99","6.99"
"6304688069250198483","2017-07-19",1,"6.99","6.99"
"2752753860337149800","2017-06-12",1,"6.99","6.99"
"9007057960603042466","2017-07-15",1,"6.99","6.99"
"9187801447162670683","2017-05-24",1,"6.99","6.99"
"1892504515910818669","2017-06-13",1,"5.99","6.99"
"7839731383337024710","2017-05-20",1,"6.99","6.99"
"7696574920405402570","2017-07-19",1,"6.99","6.99"
"566055411938639598","2017-05-30",1,"6.99","6.99"
"4394657957253741368","2017-06-24",1,"6.99","6.99"
"1842636084254645546","2017-07-15",1,"6.99","6.99"
"4992865200061175142","2017-05-21",1,"6.99","6.99"
"9356220375344128149","2017-06-24",1,"4.99","6.99"
"2511885095596433344","2017-06-07",1,"6.99","6.99"
"4932476838855850806","2017-06-25",1,"6.99","6.99"
"2377886836226537273","2017-07-08",1,"6.99","6.99"
"6235193097799498353","2017-05-01",1,"6.99","6.99"
"0883480197021534726","2017-06-07",1,"6.99","6.99"
"4273146464009351235","2017-07-18",1,"6.99","6.99"
"6132407713411411052","2017-05-20",1,"6.99","6.99"
"5627102661431481932","2017-07-17",1,"6.99","6.99"
"5703551170303419317","2017-06-05",1,"6.99","6.99"
"5601210622571143379","2017-07-15",1,"6.99","6.99"
"3995646309067811051","2017-05-13",1,"6.99","6.99"
"8906335310271243176","2017-07-10",1,"6.99","6.99"
"0188987909628220263","2017-07-21",2,"3.49","6.98"
"5537500123214392185","2017-06-02",2,"2.99","6.98"
"3100266065030426439","2017-05-12",2,"3.49","6.98"
"6867271457949981687","2017-06-20",2,"3.49","6.98"
"3894103929344760120","2017-06-12",2,"2.99","6.98"
"8799835208243628813","2017-07-24",1,"6.15","6.98"
"1970566993843297718","2017-05-02",2,"2.99","6.98"
"8920453015557966756","2017-07-24",3,"1.99","6.97"
"9630368365798964427","2017-07-23",3,"1.99","6.97"
"082136226678722970","2017-07-28",1,"6.80","6.97"
"589706376510204534","2017-07-27",1,"6.96","6.96"
"1672273114153609607","2017-07-31",1,"6.96","6.96"
"0198097539807842170","2017-07-24",1,"6.96","6.96"
"6519956464835521233","2017-07-27",1,"6.96","6.96"
"2877998474762765127","2017-07-30",1,"6.96","6.96"
"1672273114153609607","2017-07-30",1,"6.96","6.96"
"407317080599159176","2017-08-01",1,"6.96","6.96"
"1117682778076724802","2017-07-16",1,"5.70","6.95"
"8147175075790536758","2017-05-16",2,"3.19","6.94"
"8466555030941163716","2017-05-25",2,"3.19","6.94"
"75338234785752253","2017-05-09",2,"2.80","6.93"
"6235193097799498353","2017-05-01",1,"5.59","6.92"
"0662931673462260601","2017-05-25",1,"5.59","6.92"
"318425238447490339","2017-07-03",1,"3.91","6.91"
"5467378547846989362","2017-07-13",1,"5.70","6.90"
"771815932973256902","2017-07-30",1,"5.10","6.90"
"9531710713884972580","2017-07-18",1,"6.00","6.90"
"9991458465328295712","2017-08-01",1,"6.00","6.90"
"3746801913674135700","2017-07-30",1,"6.00","6.90"
"5699540582703146676","2017-07-31",1,"6.00","6.89"
"8553236961269773275","2017-07-24",1,"6.00","6.89"
"2825338168547876730","2017-06-13",1,"2.39","6.89"
"2267833805229124830","2017-07-18",1,"4.56","6.89"
"6345690099686191053","2017-07-19",1,"4.56","6.89"
"8945807660884047261","2017-07-26",1,"4.56","6.89"
"6337016759218580239","2017-06-29",1,"4.89","6.89"
"1146973560217921649","2017-07-20",1,"4.56","6.89"
"4140559214164857738","2017-06-06",2,"2.99","6.87"
"6154833068218246440","2017-07-17",2,"2.99","6.87"
"3607433621534632946","2017-05-12",2,"2.99","6.87"
"79455793222269162","2017-05-05",4,"1.59","6.86"
"0376394056092189113","2017-07-12",1,"6.15","6.85"
"4511566080962458647","2017-06-16",2,"2.80","6.85"
"1495824928611619172","2017-05-08",1,"5.59","6.84"
"6200431365137133686","2017-05-08",2,"2.99","6.84"
"93491434410636954","2017-07-19",1,"5.70","6.83"
"7545000103569508809","2017-05-28",2,"3.19","6.82"
"1366491597789783868","2017-05-19",1,"5.99","6.82"
"9363207205094761073","2017-07-13",1,"4.56","6.81"
"6354417216002965989","2017-07-21",1,"6.80","6.80"
"2951207057926489496","2017-07-26",1,"6.80","6.80"
"7866268239897048336","2017-07-14",1,"6.80","6.80"
"2912963098412293030","2017-07-31",1,"6.80","6.80"
"7157261995770660983","2017-07-21",1,"6.80","6.80"
"3890745404018427262","2017-07-21",1,"6.80","6.80"
"225748283717882820","2017-07-20",1,"6.80","6.80"
"8797556290193523549","2017-07-21",1,"6.80","6.80"
"8126265144952943395","2017-08-01",1,"6.80","6.80"
"360859400035904717","2017-07-22",1,"6.80","6.80"
"9095011368538354027","2017-07-17",1,"6.80","6.80"
"8793305437694814320","2017-05-16",5,"1.20","6.80"
"2789980023639897407","2017-07-12",1,"4.80","6.80"
"092443832020081872","2017-07-25",1,"6.80","6.80"
"0031249410175088904","2017-07-27",1,"6.80","6.80"
"8797556290193523549","2017-07-19",1,"6.80","6.80"
"2951207057926489496","2017-07-31",1,"6.80","6.80"
"082136226678722970","2017-07-28",1,"6.80","6.80"
"7925888178256318425","2017-07-26",1,"4.80","6.80"
"5024679608681889824","2017-07-15",1,"6.00","6.80"
"7358671888562848931","2017-07-31",1,"6.80","6.80"
"225748283717882820","2017-07-19",1,"6.80","6.80"
"1076393146333470504","2017-07-21",1,"6.80","6.80"
"865494047044187590","2017-07-25",1,"6.80","6.80"
"9823521374716160877","2017-07-28",1,"6.80","6.80"
"5970951205663607150","2017-07-25",1,"6.80","6.80"
"5597814577313430335","2017-07-18",1,"6.80","6.80"
"3541509656336245429","2017-07-18",1,"6.80","6.80"
"5429642908355908578","2017-06-13",1,"5.59","6.79"
"3940793418850616637","2017-05-28",1,"4.99","6.79"
"4394657957253741368","2017-06-24",1,"4.99","6.79"
"6259202518292934794","2017-07-26",1,"5.59","6.79"
"0593564601992081966","2017-05-10",1,"4.99","6.79"
"7763040392280812015","2017-05-12",1,"5.99","6.77"
"897432239222476347","2017-07-18",1,"6.00","6.75"
"7656692875655764278","2017-07-18",1,"6.00","6.75"
"4919130510250676831","2017-06-21",4,"1.50","6.75"
"9810394160327877765","2017-06-01",1,"4.99","6.74"
"2275632617171622582","2017-05-16",4,"1.59","6.74"
"4337389902487252992","2017-07-25",2,"3.12","6.74"
"2539723678842817509","2017-05-08",4,"1.59","6.74"
"3169391436742629883","2017-07-20",1,"4.99","6.74"
"5834707574158732098","2017-05-31",2,"2.99","6.73"
"4919130510250676831","2017-06-21",2,"2.99","6.73"
"6752243770204635267","2017-06-19",2,"2.99","6.73"
"364476402815734772","2017-06-11",1,"6.39","6.72"
"3159680216269803510","2017-07-19",2,"3.36","6.72"
"0464364196228560484","2017-05-16",1,"6.39","6.72"
"1795229673490829775","2017-07-13",2,"3.36","6.72"
"8143717296568071992","2017-07-31",1,"6.71","6.71"
"5341224124331711899","2017-06-18",2,"3.19","6.71"
"6519956464835521233","2017-07-27",1,"6.71","6.71"
"530920366625737605","2017-06-02",2,"3.19","6.71"
"4747140381041557845","2017-07-12",1,"6.71","6.71"
"1256371009333164424","2017-07-19",1,"6.71","6.71"
"2539723678842817509","2017-05-08",8,"0.79","6.70"
"661229235028350438","2017-07-30",1,"5.70","6.70"
"2543416782280258669","2017-07-20",1,"5.70","6.70"
"3275294363697295224","2017-07-14",1,"5.70","6.70"
"950847809451888319","2017-07-12",1,"5.70","6.70"
"8389938077602919446","2017-07-22",1,"6.00","6.70"
"3526518783380311774","2017-05-16",4,"1.59","6.69"
"1280993661204347450","2017-07-16",1,"6.15","6.68"
"9953956744551076841","2017-06-07",5,"1.20","6.67"
"3036096999381412608","2017-07-11",1,"6.00","6.67"
"8785104798900521933","2017-06-11",1,"3.99","6.66"
"7721601404418200786","2017-07-07",1,"3.99","6.66"
"4305909098334267738","2017-07-27",2,"3.08","6.66"
"3237848165870949181","2017-05-19",2,"2.99","6.65"
"3036096999381412608","2017-07-11",2,"2.99","6.65"
"7610360596308606","2017-06-27",2,"2.99","6.65"
"3257459878780605999","2017-06-27",2,"2.99","6.65"
"4140559214164857738","2017-06-13",2,"2.99","6.65"
"8930278305459563871","2017-05-21",5,"1.20","6.63"
"5767677948263684327","2017-07-28",2,"2.99","6.61"
"5467378547846989362","2017-07-13",1,"6.60","6.60"
"7088180521744322704","2017-07-13",1,"6.60","6.60"
"3483059219127647504","2017-07-24",1,"4.80","6.60"
"2864712477991503439","2017-07-19",1,"4.80","6.60"
"9531710713884972580","2017-07-18",1,"5.70","6.60"
"9924982455670106780","2017-07-23",2,"2.99","6.60"
"4362786366239626641","2017-07-18",1,"6.60","6.60"
"7057220401877200125","2017-07-20",1,"6.60","6.60"
"3746801913674135700","2017-07-30",1,"5.70","6.60"
"8455072684959877624","2017-07-13",1,"6.00","6.60"
"186933371008392384","2017-07-19",1,"6.60","6.60"
"2067875176335600242","2017-06-09",2,"2.80","6.60"
"4409094292647612396","2017-07-20",1,"4.80","6.60"
"9104901150360487546","2017-07-14",1,"4.80","6.60"
"8303950448649190197","2017-07-13",1,"6.60","6.60"
"498798806130428182","2017-07-18",2,"3.19","6.60"
"6030141817614722657","2017-05-12",2,"2.80","6.60"
"0640103656578142115","2017-07-23",1,"3.60","6.60"
"3890745404018427262","2017-07-21",1,"4.80","6.60"
"7311242886083854158","2017-07-13",1,"6.60","6.60"
"4855915470226632443","2017-05-02",1,"5.59","6.59"
"939414466612469978","2017-06-19",1,"5.59","6.59"
"9196760344600861355","2017-06-22",1,"5.59","6.59"
"2067875176335600242","2017-06-09",1,"5.59","6.59"
"5018379661055949961","2017-05-24",2,"2.39","6.58"
"7524176002865422001","2017-06-11",2,"2.99","6.58"
"9668596499730980627","2017-06-05",2,"2.79","6.58"
"385231150756085903","2017-08-01",1,"3.90","6.57"
"1849247637034984738","2017-07-21",1,"4.56","6.56"
"8920453015557966756","2017-07-24",4,"1.39","6.56"
"2042875920202874459","2017-07-20",1,"4.56","6.56"
"2789980023639897407","2017-07-12",1,"4.56","6.56"
"575782439633932139","2017-05-02",2,"2.99","6.56"
"4766623641504040239","2017-07-17",1,"4.56","6.56"
"6025403820516379146","2017-07-21",1,"4.80","6.55"
"1739436575628587155","2017-06-02",2,"2.99","6.55"
"8056321946296898460","2017-07-14",1,"4.80","6.55"
"6946691447238221307","2017-07-23",1,"4.80","6.55"
"7910975942633774445","2017-07-30",1,"4.80","6.55"
"653069947099114599","2017-06-30",2,"3.19","6.55"
"6507705230465092937","2017-07-19",1,"4.80","6.55"
"9820981713611818804","2017-05-29",2,"2.39","6.53"
"6769027370833187828","2017-07-22",1,"5.70","6.53"
"0324564641241038377","2017-05-15",2,"2.99","6.53"
"5052849259623199892","2017-07-25",1,"6.00","6.50"
"182706486220329527","2017-07-12",1,"6.00","6.50"
"2303365259512398684","2017-06-02",2,"1.50","6.50"
"7811787934602942622","2017-06-04",1,"3.50","6.50"
"613346106354488769","2017-07-15",1,"6.00","6.50"
"5024679608681889824","2017-07-15",1,"5.70","6.50"
"4293484339755189100","2017-08-01",1,"6.00","6.50"
"2316712182271385122","2017-06-01",1,"3.99","6.49"
"2981548266609585981","2017-05-05",1,"4.99","6.49"
"0975975497732415345","2017-05-20",1,"4.99","6.49"
"5341995419456035142","2017-06-07",1,"4.99","6.49"
"0352394936298937026","2017-05-06",1,"1.99","6.49"
"1495276033637299297","2017-05-02",1,"5.99","6.49"
"9389853808320852799","2017-05-04",3,"1.99","6.47"
"5041110715755196949","2017-06-05",4,"1.59","6.47"
"7633617417024470547","2017-07-20",1,"4.80","6.47"
"9253840199847773410","2017-05-09",1,"4.79","6.46"
"0883480197021534726","2017-06-07",1,"5.99","6.46"
"7656692875655764278","2017-07-18",1,"5.70","6.45"
"7420300501523012460","2017-07-16",1,"5.70","6.45"
"968720399350270760","2017-07-09",4,"1.59","6.44"
"3701231820282888978","2017-07-29",1,"6.00","6.43"
"8586424365462181280","2017-08-01",1,"6.00","6.42"
"4590859521012932469","2017-06-13",1,"3.91","6.41"
"4787942442598644722","2017-05-28",2,"2.80","6.40"
"8343147128722646217","2017-07-12",1,"6.15","6.40"
"4561220792335536422","2017-05-15",2,"2.80","6.40"
"6609632284567396960","2017-07-03",3,"1.99","6.40"
"3949362954057733036","2017-05-12",1,"4.40","6.40"
"8017023262781664041","2017-06-15",2,"2.80","6.40"
"1771387275691956086","2017-05-03",1,"6.39","6.39"
"326039875470306431","2017-05-09",1,"6.39","6.39"
"6720163071515835609","2017-06-14",1,"6.39","6.39"
"0531829155524217247","2017-07-12",1,"5.10","6.39"
"1771387275691956086","2017-05-02",1,"6.39","6.39"
"5925088979820923372","2017-07-23",1,"2.39","6.39"
"5737648276070010477","2017-05-09",1,"6.39","6.39"
"0026329820781202527","2017-06-14",1,"6.39","6.39"
"1543258820368301539","2017-06-01",1,"6.39","6.39"
"3837534152904908483","2017-06-04",1,"6.39","6.39"
"7610154931765105709","2017-05-26",1,"6.39","6.39"
"0464364196228560484","2017-05-16",1,"6.39","6.39"
"4717182891697788941","2017-05-14",1,"6.39","6.39"
"364476402815734772","2017-06-11",1,"6.39","6.39"
"4664485260834992023","2017-05-31",2,"3.19","6.38"
"8872469658664192962","2017-06-07",2,"3.19","6.38"
"4283508235677919903","2017-07-15",2,"3.19","6.38"
"2491482734387057710","2017-07-06",2,"3.19","6.38"
"113800680121093060","2017-06-06",2,"3.19","6.38"
"5341224124331711899","2017-06-18",2,"3.19","6.38"
"5155349483223850645","2017-05-09",2,"2.79","6.38"
"7451784455034182787","2017-05-26",2,"3.19","6.38"
"2850633748516186701","2017-05-11",2,"3.19","6.38"
"8029897849830357528","2017-07-19",2,"2.79","6.38"
"1727780744916357953","2017-07-25",2,"2.79","6.38"
"9919195169254003311","2017-07-29",2,"3.19","6.38"
"9927137011932170896","2017-07-26",2,"3.19","6.38"
"3431617398530846078","2017-05-04",2,"3.19","6.38"
"4520185947201930710","2017-08-01",3,"1.99","6.38"
"653069947099114599","2017-06-30",2,"3.19","6.38"
"7033370926590252579","2017-05-09",2,"3.19","6.38"
"385619187579088497","2017-07-26",2,"3.19","6.38"
"228230568757499646","2017-07-05",2,"3.19","6.38"
"6768220154263223438","2017-06-02",2,"3.19","6.38"
"8938521163405196821","2017-07-31",2,"3.19","6.38"
"6443595642175123029","2017-07-05",2,"3.19","6.38"
"5827427577308204858","2017-07-18",2,"3.19","6.38"
"3036096999381412608","2017-07-11",1,"5.70","6.37"
"5627102661431481932","2017-07-17",1,"5.70","6.37"
"9277087807699365026","2017-05-23",2,"3.18","6.36"
"0986324922859922131","2017-05-24",2,"3.18","6.36"
"358494047576346947","2017-07-02",4,"1.59","6.36"
"6443595642175123029","2017-07-05",2,"3.18","6.36"
"5313430409302737602","2017-06-19",2,"3.18","6.36"
"0236160742740831906","2017-07-15",2,"3.18","6.36"
"051204193313789401","2017-05-01",2,"3.18","6.36"
"1758112154920698235","2017-06-10",2,"3.18","6.36"
"4840613585815011084","2017-07-07",2,"3.18","6.36"
"8466555030941163716","2017-05-25",2,"3.18","6.36"
"3483059219127647504","2017-07-24",1,"4.56","6.36"
"4298397537302529296","2017-06-21",2,"3.18","6.36"
"5735535496587146737","2017-07-20",2,"3.18","6.36"
"9674294764861018259","2017-05-11",2,"3.18","6.36"
"8466555030941163716","2017-05-09",2,"3.18","6.36"
"5936878543289156144","2017-08-01",2,"3.18","6.36"
"7821092315376592214","2017-07-24",2,"3.18","6.36"
"2733796407734177016","2017-05-12",4,"1.59","6.36"
"6720163071515835609","2017-06-14",2,"3.18","6.36"
"2332401785671308767","2017-07-21",4,"1.50","6.36"
"5703962423814396269","2017-05-31",2,"3.18","6.36"
"4409094292647612396","2017-07-20",1,"4.56","6.36"
"6319764753859263871","2017-05-10",2,"3.18","6.36"
"3023150673904002586","2017-05-22",2,"3.18","6.36"
"7821092315376592214","2017-07-25",2,"3.18","6.36"
"1509207029214764906","2017-05-19",2,"3.18","6.36"
"9984280233013231551","2017-07-14",2,"3.18","6.36"
"6740624239409080883","2017-05-01",4,"1.59","6.36"
"79455793222269162","2017-05-05",4,"1.59","6.36"
"6061646036669300241","2017-08-01",4,"1.59","6.36"
"465397546668226126","2017-06-14",2,"3.18","6.36"
"6521559462592776000","2017-05-16",2,"3.18","6.36"
"3876864671784763078","2017-06-05",4,"1.59","6.36"
"3890745404018427262","2017-07-21",1,"4.56","6.36"
"8299140226607408492","2017-06-29",2,"3.18","6.36"
"5958251279396302131","2017-06-01",2,"3.18","6.36"
"2718811501718036973","2017-06-13",2,"3.18","6.36"
"2891145967434838324","2017-07-26",2,"3.18","6.36"
"4133011787621863669","2017-07-26",2,"3.18","6.36"
"2332401785671308767","2017-07-21",1,"6.00","6.36"
"2145525815433159952","2017-06-24",2,"3.18","6.36"
"527376539107477240","2017-05-15",2,"3.18","6.36"
"9104901150360487546","2017-07-14",1,"4.56","6.36"
"4464961438459587947","2017-06-16",2,"3.18","6.36"
"7171324886841187157","2017-05-31",4,"1.59","6.36"
"0657364648407623467","2017-05-15",1,"5.99","6.35"
"8029897849830357528","2017-07-19",5,"1.11","6.35"
"7331136424358338981","2017-07-17",1,"6.15","6.35"
"7545000103569508809","2017-05-28",1,"5.59","6.34"
"5840491569007518848","2017-05-24",4,"1.50","6.33"
"4120018273259568255","2017-05-11",2,"2.00","6.33"
"1366491597789783868","2017-05-19",1,"5.50","6.33"
"7716570835511206106","2017-05-11",4,"1.50","6.33"
"0862593861789084986","2017-07-04",1,"3.99","6.32"
"2670404574761434746","2017-07-05",1,"5.99","6.32"
"2533003348216867648","2017-06-20",4,"1.50","6.32"
"4013965518417405272","2017-06-14",1,"5.99","6.32"
"8021862140607876556","2017-05-05",1,"4.99","6.32"
"8561076636641751159","2017-06-29",1,"3.99","6.32"
"5840491569007518848","2017-05-24",1,"5.99","6.32"
"7980123711472558314","2017-05-11",1,"3.99","6.32"
"9801270104963945292","2017-05-07",1,"4.99","6.32"
"6235193097799498353","2017-05-01",1,"4.99","6.32"
"9002364108822836989","2017-05-23",1,"4.99","6.32"
"8623232734241891055","2017-06-13",2,"2.99","6.31"
"8056321946296898460","2017-07-14",1,"4.56","6.31"
"755459436413734290","2017-07-13",1,"4.56","6.31"
"4116782770724526934","2017-07-17",1,"6.15","6.31"
"7006356126071598567","2017-07-27",2,"1.99","6.31"
"6025403820516379146","2017-07-21",1,"4.56","6.31"
"5371071872855563199","2017-05-01",2,"2.99","6.31"
"3855473804472998317","2017-05-29",1,"5.59","6.30"
"407317080599159176","2017-08-01",1,"4.80","6.30"
"0004478134742292937","2017-07-29",1,"4.80","6.30"
"5467378547846989362","2017-07-13",1,"5.10","6.30"
"3041665208670915405","2017-06-20",2,"2.80","6.30"
"2533003348216867648","2017-06-20",2,"2.99","6.30"
"2858924383625351601","2017-07-26",1,"4.80","6.30"
"8455072684959877624","2017-07-13",1,"5.70","6.30"
"7825655462100677320","2017-07-28",1,"4.80","6.30"
"7943456687009153224","2017-05-24",4,"1.20","6.30"
"865494047044187590","2017-07-25",1,"4.80","6.30"
"6030141817614722657","2017-06-11",2,"2.80","6.29"
"8759628017037623214","2017-07-23",1,"6.29","6.29"
"0358281345713960209","2017-07-11",1,"6.29","6.29"
"5699540582703146676","2017-07-31",1,"6.29","6.29"
"1392300334983707070","2017-07-15",1,"6.29","6.29"
"884361321876828811","2017-07-19",1,"6.29","6.29"
"2610772635559405202","2017-07-18",1,"6.29","6.29"
"2349699258952144857","2017-05-10",1,"4.99","6.28"
"7729298327600931364","2017-05-16",2,"2.39","6.28"
"4897021424322518417","2017-08-01",2,"2.39","6.28"
"7729298327600931364","2017-05-16",3,"1.59","6.27"
"2250505681169209683","2017-06-07",2,"2.99","6.27"
"4362786366239626641","2017-07-18",1,"6.00","6.27"
"7247213948842661209","2017-06-20",1,"5.99","6.26"
"0259650808338553210","2017-06-12",1,"3.99","6.24"
"8108485834336096648","2017-05-16",1,"3.91","6.24"
"4383780629183185137","2017-07-20",1,"4.99","6.24"
"2545566579978382892","2017-05-31",1,"3.99","6.24"
"1472195771353287168","2017-07-24",1,"4.56","6.23"
"18775169784478924","2017-07-13",1,"4.56","6.23"
"8516121990668397032","2017-05-10",2,"2.99","6.23"
"8930278305459563871","2017-05-21",2,"2.80","6.23"
"4374815724426015385","2017-07-20",1,"6.00","6.22"
"4374815724426015385","2017-07-20",1,"5.99","6.21"
"162846041698429719","2017-07-18",1,"5.70","6.20"
"8498199507634531821","2017-07-13",1,"5.70","6.20"
"7688526042867290493","2017-07-30",1,"5.70","6.20"
"120101508843951757","2017-07-18",1,"5.70","6.20"
"6826356914660432517","2017-07-21",1,"6.00","6.20"
"613346106354488769","2017-07-15",1,"5.70","6.20"
"0163532416839889055","2017-07-14",1,"3.19","6.19"
"7334131787094252765","2017-06-18",1,"4.99","6.19"
"2908106497332627333","2017-05-03",1,"5.59","6.19"
"0957309643785473077","2017-07-17",1,"3.19","6.19"
"4806107214651821896","2017-06-19",1,"3.19","6.19"
"618446519724501732","2017-07-22",1,"6.00","6.18"
"6521559462592776000","2017-05-16",2,"1.59","6.18"
"0900425121344019826","2017-06-11",1,"5.50","6.17"
"1813701962489768228","2017-07-29",1,"3.50","6.17"
"6207269646166237955","2017-06-27",1,"3.50","6.17"
"5860408548782746399","2017-07-20",1,"5.99","6.17"
"5860408548782746399","2017-07-20",2,"2.99","6.16"
"0259650808338553210","2017-06-12",1,"3.91","6.16"
"4187342999616628055","2017-07-29",1,"5.03","6.16"
"0531789023915981102","2017-07-24",1,"6.15","6.15"
"5201800617685913658","2017-06-15",5,"0.99","6.15"
"1288401716815170281","2017-07-25",1,"6.15","6.15"
"7510769588903046898","2017-07-18",1,"6.15","6.15"
"1288401716815170281","2017-07-24",1,"6.15","6.15"
"1280993661204347450","2017-07-16",1,"6.15","6.15"
"0911875308615681241","2017-07-18",1,"6.15","6.15"
"8343147128722646217","2017-07-12",1,"6.15","6.15"
"6519956464835521233","2017-07-27",2,"2.79","6.15"
"5860408548782746399","2017-07-20",3,"1.99","6.15"
"0376394056092189113","2017-07-12",1,"6.15","6.15"
"4116782770724526934","2017-07-17",1,"6.15","6.15"
"8799835208243628813","2017-07-24",1,"6.15","6.15"
"7331136424358338981","2017-07-17",1,"6.15","6.15"
"278281036899188337","2017-07-21",1,"6.00","6.13"
"8586424365462181280","2017-08-01",1,"5.70","6.12"
"2860767949768847590","2017-07-13",1,"6.00","6.11"
"278281036899188337","2017-07-21",3,"1.99","6.10"
"0898438411847166329","2017-06-09",2,"2.80","6.10"
"517769599126482395","2017-07-31",1,"5.70","6.10"
"6083049530178658544","2017-07-28",1,"5.10","6.10"
"9896971945827008283","2017-07-12",1,"5.70","6.10"
"1495276033637299297","2017-05-02",1,"5.59","6.09"
"4574254230171287487","2017-05-11",1,"5.59","6.09"
"7821092315376592214","2017-07-25",1,"4.80","6.09"
"3854256745535688997","2017-06-14",1,"5.59","6.09"
"8492676241276269949","2017-07-17",1,"5.59","6.09"
"8645618706223786939","2017-05-12",1,"5.59","6.09"
"9487955622939545719","2017-07-31",1,"6.00","6.09"
"9895092490464901930","2017-07-25",1,"4.08","6.08"
"3159680216269803510","2017-07-19",2,"2.79","6.08"
"4988517937139937145","2017-05-31",2,"2.99","6.07"
"1739436575628587155","2017-06-02",1,"5.50","6.07"
"3262729800779329908","2017-07-21",1,"4.56","6.06"
"4889969178720406112","2017-07-29",1,"4.56","6.06"
"4897021424322518417","2017-08-01",1,"4.56","6.06"
"05306602628704669","2017-07-30",1,"4.56","6.06"
"4988517937139937145","2017-05-31",1,"5.99","6.05"
"2280491500915676377","2017-07-31",1,"4.80","6.05"
"7286716580944623848","2017-07-27",2,"2.99","6.05"
"8029897849830357528","2017-07-20",4,"1.11","6.04"
"4988517937139937145","2017-05-31",2,"2.99","6.04"
"360859400035904717","2017-07-22",1,"5.03","6.03"
"1530352033798207928","2017-07-18",2,"2.79","6.03"
"7023180785123633939","2017-07-18",2,"2.39","6.03"
"9584499630008944934","2017-07-22",1,"5.70","6.03"
"556293275414008466","2017-07-13",1,"5.70","6.03"
"5703962423814396269","2017-05-31",1,"5.59","6.02"
"7487956663672357401","2017-07-28",1,"6.00","6.00"
"4196528828038674450","2017-07-25",1,"6.00","6.00"
"3008425415024796737","2017-07-24",1,"6.00","6.00"
"2399030647607893540","2017-07-29",1,"6.00","6.00"
"1965269945643678897","2017-05-12",4,"1.50","6.00"
"1117682778076724802","2017-07-16",1,"6.00","6.00"
"5699540582703146676","2017-07-31",1,"6.00","6.00"
"2067498477354504491","2017-07-25",1,"6.00","6.00"
"9094817831424311165","2017-07-25",1,"6.00","6.00"
"2276988836911769257","2017-07-17",1,"5.70","6.00"
"091498062039501756","2017-07-25",1,"6.00","6.00"
"0396893347610373443","2017-07-21",1,"6.00","6.00"
"2486418100938021561","2017-07-25",1,"4.50","6.00"
"2332401785671308767","2017-07-21",1,"6.00","6.00"
"2884843678751816831","2017-05-20",4,"1.50","6.00"
"3582352308546168203","2017-07-25",1,"6.00","6.00"
"4077052043839967325","2017-08-01",1,"6.00","6.00"
"2332401785671308767","2017-07-21",4,"1.50","6.00"
"4051402429093029505","2017-07-27",1,"6.00","6.00"
"8994691422171345898","2017-07-26",1,"6.00","6.00"
"6304688069250198483","2017-07-20",1,"6.00","6.00"
"556190179012650517","2017-07-24",1,"6.00","6.00"
"3085896999181616761","2017-07-16",1,"6.00","6.00"
"4475882793639277283","2017-07-30",1,"6.00","6.00"
"1289938977376312503","2017-07-17",1,"6.00","6.00"
"3257459878780605999","2017-06-27",2,"3.00","6.00"
"7015714258005294708","2017-07-11",1,"6.00","6.00"
"0770029346275445869","2017-07-18",1,"6.00","6.00"
"9531710713884972580","2017-07-18",1,"5.10","6.00"
"2543416782280258669","2017-07-20",1,"6.00","6.00"
"6678796496958833035","2017-07-20",1,"6.00","6.00"
"6560169409998998930","2017-06-05",2,"3.00","6.00"
"5467378547846989362","2017-07-13",1,"6.00","6.00"
"2119718591369083864","2017-07-21",1,"6.00","6.00"
"822878997181179051","2017-08-01",1,"6.00","6.00"
"2811132188167803677","2017-06-20",2,"3.00","6.00"
"3479031673559666057","2017-07-23",1,"6.00","6.00"
"3701231820282888978","2017-07-29",1,"6.00","6.00"
"6507705230465092937","2017-07-19",1,"6.00","6.00"
"660879851914992705","2017-07-18",1,"6.00","6.00"
"8209858673242465448","2017-06-07",2,"3.00","6.00"
"0446452713036634867","2017-07-25",1,"6.00","6.00"
"182706486220329527","2017-07-12",1,"6.00","6.00"
"5986677130764662803","2017-05-16",2,"3.00","6.00"
"4266590486120819146","2017-07-08",2,"3.00","6.00"
"4919130510250676831","2017-06-21",4,"1.50","6.00"
"0614324104402254023","2017-06-19",2,"3.00","6.00"
"703851965143161667","2017-05-21",4,"1.50","6.00"
"3110422336288033059","2017-06-13",2,"3.00","6.00"
"535271430252634961","2017-06-01",1,"5.50","6.00"
"4962253639732046036","2017-07-30",1,"6.00","6.00"
"6356139514072407178","2017-07-26",1,"6.00","6.00"
"7678011071194260150","2017-07-18",2,"3.00","6.00"
"2533003348216867648","2017-06-20",4,"1.50","6.00"
"0957347426758427769","2017-07-25",1,"6.00","6.00"
"8151896772745241193","2017-05-10",2,"3.00","6.00"
"4312519214188461323","2017-07-31",1,"6.00","6.00"
